MetaT k13_genus,MetaT k12_genus,Deep_genus,MetaT k13_species,MetaT k12_species,Deep_species
,,,0.9647,0.9641,0.9911
,,,0.1637,0.0596,0.0155
,,,0.1339,0.0342,0.0143
,,,0.9823,0.9791,0.9604
,,,0.9607,0.9601,0.9930
,,,0.9615,0.9543,0.9669
,,,0.9794,0.9731,0.9491
,,,0.9686,0.9502,0.8368
,,,0.1599,0.0508,0.0164
,,,0.9939,0.9875,0.8557
,,,0.9929,0.9939,0.9741
,,,0.9987,0.9987,0.9962
,,,0.9588,0.9500,0.9138
,,,0.9475,0.9378,0.9512
,,,0.9143,0.8929,0.7656
,,,0.9183,0.2569,0.0537
,,,0.9907,0.9899,0.9729
,,,0.9649,0.9642,0.9890
,,,0.8104,0.6459,0.4919
,,,0.9651,0.9547,0.8972
,,,0.9901,0.9905,0.9941
,,,0.9737,0.9715,0.9540
,,,0.9915,0.9896,0.9700
,,,0.9707,0.9237,0.6492
,,,0.6037,0.0021,0.0066
,,,0.9350,0.9319,0.9135
,,,0.9935,0.9921,0.9658
,,,0.8159,0.0104,0.0014
,,,0.9549,0.9529,0.9545
,,,0.9614,0.9607,0.9961
,,,0.9603,0.9567,0.9588
,,,0.9580,0.9528,0.8459
,,,0.9625,0.9595,0.9881
,,,0.9979,0.9973,0.9978
,,,0.9689,0.9195,0.7231
,,,0.7966,0.5757,0.4787
,,,0.9781,0.9775,0.9817
,,,0.9750,0.9583,0.8477
,,,0.9816,0.9802,0.9606
,,,0.9566,0.9304,0.7763
,,,0.9670,0.9585,0.8335
,,,0.9643,0.9601,0.9948
,,,0.9790,0.9751,0.9221
,,,0.9795,0.9777,0.9854
,,,0.9188,0.8735,0.5769
,,,0.2812,0.0804,0.0472
,,,0.9694,0.9667,0.9832
,,,0.9774,0.8075,0.4516
,,,0.6531,0.2981,0.1846
,,,0.9690,0.9644,0.9052
,,,0.1238,0.0512,0.0113
,,,0.8579,0.0004,0.0256
,,,0.9943,0.9938,0.9983
,,,0.9955,0.7702,0.2946
,,,0.8703,0.2904,0.0627
,,,0.9907,0.9387,0.7177
,,,0.9843,0.9780,0.9035
,,,0.9113,0.8667,0.7128
,,,0.9615,0.9252,0.7780
,,,0.9911,0.9893,0.9697
,,,0.9901,0.8636,0.4047
,,,0.9489,0.8703,0.6801
,,,0.8195,0.6285,0.3572
,,,0.9718,0.9711,0.9699
,,,0.9703,0.9652,0.9753
,,,0.9862,0.9859,0.9987
,,,0.2262,0.1224,0.0223
,,,0.9878,0.9848,0.9794
,,,0.9951,0.9955,0.9960
,,,0.9307,0.8710,0.5411
,,,0.1590,0.0491,0.0272
,,,0.9803,0.9722,0.8340
,,,0.9801,0.9740,0.9007
,,,0.9293,0.8972,0.8070
,,,0.9358,0.8432,0.4257
,,,0.1587,0.0731,0.0163
,,,0.7197,0.5234,0.4824
,,,0.9949,0.9941,0.9868
,,,0.9832,0.9815,0.9780
,,,0.7946,0.3447,0.1698
,,,0.2061,0.1055,0.0292
,,,0.9745,0.9654,0.9630
,,,0.9532,0.3388,0.1689
,,,0.9904,0.9901,0.9740
,,,0.9681,0.9678,0.9838
,,,0.9793,0.9744,0.9764
,,,0.9826,0.9797,0.9635
,,,0.9688,0.9675,0.9928
,,,0.1605,0.0493,0.0144
,,,0.9768,0.9769,0.9900
,,,0.9752,0.9423,0.8242
,,,0.9515,0.8817,0.6766
,,,0.9856,0.9806,0.9490
,,,0.3037,0.1346,0.0188
,,,0.9139,0.8183,0.8158
,,,0.9477,0.9405,0.8848
,,,0.9924,0.9886,0.9212
,,,0.9286,0.9187,0.9405
,,,0.9580,0.9299,0.7463
,,,0.9760,0.9667,0.8365
,,,0.9589,0.9456,0.9518
,,,0.9904,0.9895,0.9832
,,,0.9661,0.9397,0.7587
,,,0.1346,0.0557,0.0160
,,,0.9674,0.9258,0.9569
,,,0.9599,0.9313,0.9195
,,,0.9596,0.9566,0.9250
,,,0.9237,0.7225,0.3912
,,,0.9569,0.8994,0.8282
,,,0.9861,0.8307,0.4849
,,,0.9860,0.9786,0.9708
,,,0.9868,0.9856,0.9880
,,,0.9844,0.9777,0.9574
,,,0.0925,0.0337,0.0120
,,,0.9568,0.9233,0.8929
,,,0.9777,0.5235,0.2228
,,,0.9806,0.9571,0.8303
,,,0.1463,0.0948,0.0531
,,,0.9780,0.9732,0.9390
,,,0.9893,0.9912,0.9894
,,,0.0998,0.0551,0.0291
,,,0.9654,0.9603,0.9326
,,,0.9260,0.8992,0.8124
,,,0.9631,0.9562,0.9531
,,,0.8374,0.8439,0.7596
,,,0.1182,0.0457,0.0031
,,,0.1571,0.0483,0.0181
,,,0.9681,0.9677,0.9721
,,,0.4488,0.3118,0.0879
,,,0.8860,0.6105,0.4334
,,,0.8898,0.8007,0.4799
,,,0.9838,0.9853,0.9755
,,,0.9476,0.8366,0.6789
,,,0.0960,0.0350,0.0090
,,,0.9904,0.9883,0.9237
,,,0.9891,0.9886,0.9857
,,,0.1559,0.0002,0.0000
,,,0.3036,0.1998,0.0362
,,,0.9700,0.9664,0.9545
,,,0.9664,0.6749,0.4307
,,,0.9111,0.0024,0.0045
,,,0.9781,0.9525,0.7710
,,,0.9703,0.9705,0.9837
,,,0.9928,0.9824,0.9335
,,,0.9776,0.9738,0.9460
,,,0.9803,0.9731,0.9171
,,,0.8354,0.5131,0.0900
,,,0.9825,0.5776,0.1579
,,,0.9079,0.8592,0.5078
,,,0.9835,0.9835,0.9994
,,,0.9790,0.9787,0.9967
,,,0.9827,0.9783,0.9908
,,,0.6858,0.6416,0.6790
,,,0.1413,0.0681,0.0257
,,,0.8090,0.7624,0.6627
,,,0.2138,0.1026,0.0143
,,,0.1722,0.0561,0.0187
,,,0.9920,0.9913,0.9820
,,,0.9630,0.9586,0.9285
,,,0.9831,0.9764,0.8616
,,,0.9693,0.9651,0.9793
,,,0.3128,0.1963,0.0828
,,,0.9718,0.9718,0.9913
,,,0.8038,0.3187,0.1088
,,,0.9813,0.9773,0.8552
,,,0.9079,0.6441,0.4735
,,,0.9784,0.9743,0.9595
,,,0.5999,0.6052,0.3628
,,,0.1362,0.0519,0.0166
,,,0.9353,0.8088,0.8040
,,,0.7641,0.1425,0.1237
,,,0.9631,0.8970,0.7508
,,,0.9689,0.9656,0.9726
,,,0.9627,0.9506,0.9580
,,,0.2492,0.0338,0.0425
,,,0.9917,0.9865,0.9684
,,,0.7083,0.6082,0.3740
,,,0.9670,0.9650,0.9753
,,,0.9696,0.9611,0.8843
,,,0.8787,0.7049,0.5575
,,,0.9861,0.9850,0.9916
,,,0.8473,0.5599,0.2416
,,,0.9618,0.9339,0.7778
,,,0.9499,0.9285,0.7659
,,,0.9633,0.9420,0.7855
,,,0.9557,0.9552,0.9830
,,,0.9807,0.9800,0.9252
,,,0.9763,0.9748,0.9923
,,,0.9689,0.9647,0.9233
,,,0.9970,0.9867,0.8530
,,,0.9810,0.9794,0.9454
,,,0.9672,0.9570,0.8619
,,,0.9648,0.9615,0.9433
,,,0.9807,0.9484,0.7567
,,,0.9667,0.7987,0.5177
,,,0.8735,0.6188,0.2684
,,,0.9836,0.9835,0.9951
,,,0.9947,0.9955,0.9899
,,,0.9413,0.3932,0.1570
,,,0.9877,0.9808,0.9418
,,,0.1694,0.0386,0.0054
,,,0.9812,0.9794,0.9587
,,,0.9860,0.6574,0.3162
,,,0.9498,0.9329,0.8641
,,,0.9758,0.9707,0.9250
,,,0.9593,0.2517,0.0981
,,,0.9638,0.9637,0.9672
,,,0.9221,0.4820,0.1829
,,,0.9705,0.9368,0.7832
,,,0.8383,0.7412,0.5400
,,,0.9657,0.9542,0.9467
,,,0.1072,0.0447,0.0271
,,,0.9514,0.8790,0.8062
,,,0.9703,0.9719,0.9973
,,,0.9806,0.9770,0.9545
,,,0.1702,0.0732,0.0149
,,,0.9763,0.9573,0.8027
,,,0.9975,0.9970,0.9892
,,,0.9700,0.9045,0.8110
,,,0.9017,0.8248,0.5101
,,,0.5409,0.0000,0.0016
,,,0.9932,0.9891,0.9657
,,,0.9655,0.9645,0.9409
,,,0.9978,0.9951,0.9719
,,,0.9814,0.9812,0.9976
,,,0.4853,0.2902,0.1103
,,,0.9793,0.9791,0.9931
,,,0.9944,0.9905,0.9491
,,,0.1728,0.0662,0.0030
,,,0.8586,0.0430,0.0410
,,,0.1240,0.0526,0.0132
,,,0.9341,0.9306,0.8731
,,,0.9889,0.9818,0.9672
,,,0.9680,0.9676,0.9885
,,,0.2148,0.0000,0.0000
,,,0.9921,0.9863,0.8710
,,,0.1602,0.0658,0.0043
,,,0.9769,0.9440,0.6461
,,,0.9674,0.9618,0.9700
,,,0.8663,0.4935,0.2655
,,,0.9928,0.9757,0.9324
,,,0.1275,0.0366,0.0119
,,,0.9659,0.9643,0.9807
,,,0.9660,0.9676,0.9864
,,,0.2166,0.0673,0.0177
,,,0.3026,0.1178,0.0305
,,,0.9873,0.9856,0.9534
,,,0.8756,0.6035,0.1719
,,,0.9420,0.8375,0.4791
,,,0.9667,0.9646,0.9444
,,,0.8841,0.7887,0.4944
,,,0.1129,0.0286,0.0075
,,,0.8271,0.2093,0.0599
,,,0.9757,0.9667,0.9230
,,,0.5213,0.0007,0.0017
,,,0.9754,0.9555,0.8404
,,,0.6192,0.1017,0.1296
,,,0.2009,0.0951,0.0216
,,,0.9699,0.9644,0.9517
,,,0.9681,0.9648,0.9851
,,,0.9596,0.9589,0.9798
,,,0.9590,0.8971,0.5474
,,,0.3294,0.1921,0.0335
,,,0.9562,0.8334,0.3730
,,,0.6130,0.0697,0.0406
,,,0.9899,0.9891,0.9618
,,,0.1682,0.0861,0.0578
,,,0.0624,0.0285,0.0144
,,,0.9702,0.9698,0.9829
,,,0.9796,0.9451,0.7559
,,,0.9470,0.8636,0.8604
,,,0.9468,0.8958,0.5739
,,,0.9689,0.9498,0.7957
,,,0.9995,0.9987,0.9938
,,,0.9988,0.9945,0.8999
,,,0.9915,0.9898,0.9879
,,,0.9944,0.9876,0.9009
,,,0.1613,0.0383,0.0084
,,,0.9816,0.9812,0.9733
,,,0.9740,0.9747,0.9845
